ID,NCS_fs1,NCS_fs2,NCS_fs3,PHY_mpb,OGM_om_sed_frac,MAC_ruppia,MAG_ulva_a_ben,dummy
6835,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6836,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6837,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6838,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6839,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6840,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6841,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6842,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6843,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6844,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6845,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6846,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6847,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6848,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6849,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6850,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6851,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6852,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6853,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6854,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6855,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6856,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6857,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6858,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6859,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6860,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6861,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6862,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6863,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6864,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6865,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6866,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6867,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6868,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6869,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6870,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6871,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6872,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6873,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6874,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6875,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6876,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6877,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6878,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6879,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6880,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6881,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6882,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6883,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6884,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6885,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6886,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6887,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6888,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6889,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6890,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6891,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6892,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6893,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6894,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6895,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6896,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6897,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6898,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6899,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6900,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6901,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6902,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6903,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6904,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6905,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6906,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6907,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6908,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6909,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6910,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6911,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6912,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6913,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6914,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6915,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6916,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6917,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6918,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6919,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6920,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6921,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6922,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6923,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6924,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6925,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6926,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6927,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6928,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6929,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6930,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6931,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6932,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6933,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6934,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6935,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6936,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6937,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6938,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6939,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6940,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6941,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6942,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6943,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6944,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6945,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6946,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6947,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6948,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6949,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6950,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6951,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6952,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6953,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6954,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6955,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6956,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6957,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6958,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6959,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6960,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6961,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6962,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6963,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6964,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6965,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6966,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6967,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6968,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6969,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6970,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6971,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6972,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6973,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6974,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6975,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6977,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6978,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6979,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6980,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6981,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6982,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6983,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6984,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6985,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6986,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6987,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6988,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6989,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6990,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6991,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6992,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6993,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6994,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6995,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6996,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6997,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
6998,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
6999,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7000,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7001,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7002,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7003,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7004,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7005,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7006,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7007,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7008,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7009,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7010,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7011,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7012,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7013,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7014,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7015,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7016,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7017,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7018,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7019,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7020,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7021,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7022,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7023,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7024,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7025,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7026,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7027,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7028,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7029,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7030,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7031,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7032,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7033,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7034,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7035,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7036,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7037,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7038,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7039,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7040,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7041,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7042,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7043,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7044,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7045,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7046,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7047,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7048,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7049,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7050,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7051,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7052,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7053,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7054,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7055,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7056,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7057,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7058,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7059,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7060,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7061,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7062,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7063,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7064,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7065,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7066,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7067,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7068,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7069,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7070,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7071,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7072,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7073,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7074,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7075,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7076,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7077,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7078,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7079,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7080,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7081,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7082,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7083,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7084,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7085,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7086,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7087,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7088,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7089,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7090,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7091,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7092,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7093,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7094,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7095,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7096,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7097,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7098,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7099,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7100,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7101,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7102,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7103,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7104,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7105,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7106,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7107,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7108,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7109,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7110,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7111,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7112,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7113,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7114,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7115,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7116,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7117,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7118,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7119,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7120,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7121,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7122,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7123,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7124,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7125,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7126,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7127,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7128,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7129,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7130,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7131,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7132,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7133,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7134,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7135,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7136,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7137,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7138,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7139,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7140,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7141,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7142,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7143,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7144,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7145,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7146,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
7147,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7148,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7149,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7150,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7151,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7152,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7153,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7154,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7155,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7156,0.1060,0.0080,0.8860,3.4722,0.0064,0.0000,0.0000,0.0006
7157,0.0170,0.0000,0.9830,3.4722,0.0010,0.0000,0.0000,0.0001
